Mark,WIND,Competitor,DOB,Nat,Venue,Date,Age_category,Event,Age,Gender,is_indoor
8.74,+1.4,Larry MYRICKS,1956-03-10,USA,"Indianapolis, IN (USA)",1988-07-18,senior,long jump,32,M,0
8.74,+2.0,Erick WALDER,1971-11-05,USA,"El Paso, TX (USA)",1994-04-02,senior,long jump,22,M,0
8.74,-1.2,Dwight PHILLIPS,1977-10-01,USA,"Eugene, OR (USA)",2009-06-07,senior,long jump,31,M,0
8.73,+4.6,Carl LEWIS,1961-07-01,USA,"Sacramento, CA (USA)",1981-06-19,senior,long jump,19,M,0
8.73,+3.2,Carl LEWIS,1961-07-01,USA,"Indianapolis, IN (USA)",1983-06-17,senior,long jump,21,M,0
8.73,+2.6,Mike POWELL,1963-11-10,USA,Sestriere (ITA),1991-07-31,senior,long jump,27,M,0
8.73,+4.8,Iván PEDROSO,1972-12-17,CUB,Madrid (ESP),1995-06-20,senior,long jump,22,M,0
8.73,+1.2,Irving SALADINO,1983-01-23,PAN,"FBK Stadium, Hengelo (NED)",2008-05-24,senior,long jump,25,M,0
8.72,-0.2,Carl LEWIS,1961-07-01,USA,"Olympic Stadium, Seoul (KOR)",1988-09-26,senior,long jump,27,M,0
8.72,+2.2,Carl LEWIS,1961-07-01,USA,"New York, NY (USA)",1992-05-24,senior,long jump,30,M,0
8.72,+3.9,Carl LEWIS,1961-07-01,USA,Sestriere (ITA),1994-07-31,senior,long jump,33,M,0
8.71,-0.4,Carl LEWIS,1961-07-01,USA,"Westwood, CA (USA)",1984-05-13,senior,long jump,22,M,0
8.71,+0.1,Carl LEWIS,1961-07-01,USA,"Los Angeles, CA (USA)",1984-06-19,senior,long jump,22,M,0
8.71,+1.9,Iván PEDROSO,1972-12-17,CUB,"Helmántico, Salamanca (ESP)",1995-07-18,senior,long jump,22,M,0
8.71,0.0,Sebastian BAYER,1986-06-11,GER,"Oval Lingotto, Torino (ITA) (i)",2009-03-08,senior,long jump,22,M,1
8.7,+0.9,Larry MYRICKS,1956-03-10,USA,"Houston, TX (USA)",1989-06-17,senior,long jump,33,M,0
8.7,+0.7,Mike POWELL,1963-11-10,USA,Salamanca (ESP),1993-07-27,senior,long jump,29,M,0
8.7,+2.5,Iván PEDROSO,1972-12-17,CUB,Padova (ITA),1995-07-16,senior,long jump,22,M,0
8.7,+1.6,Iván PEDROSO,1972-12-17,CUB,"Ullevi Stadium, Göteborg (SWE)",1995-08-12,senior,long jump,22,M,0
8.69,+0.5,Tajay GAYLE,1996-08-02,JAM,"Khalifa International Stadium, Doha (QAT)",2019-09-28,senior,long jump,23,M,0
8.68,+1.0,Carl LEWIS,1961-07-01,USA,"Estadio Olímpico, Barcelona (ESP)",1992-08-05,senior,long jump,31,M,0
8.68,+4.1,Mike POWELL,1963-11-10,USA,"Knoxville, TN (USA)",1994-06-18,senior,long jump,30,M,0
8.68,+4.9,James BECKFORD,1975-01-09,JAM,"Odessa, TX (USA)",1995-05-19,senior,long jump,20,M,0
8.68,+1.6,Iván PEDROSO,1972-12-17,CUB,Lisboa (POR),1995-06-17,senior,long jump,22,M,0
8.68,+3.7,Marquis DENDY,1992-11-17,USA,"Hayward Field, Eugene, OR (USA)",2015-06-25,senior,long jump,22,M,0
8.68,+1.7,Juan Miguel ECHEVARRÍA,1998-08-11,CUB,Bad Langensalza (GER),2018-06-30,senior,long jump,19,M,0
8.67,+3.3,Carl LEWIS,1961-07-01,USA,"Eugene, OR (USA)",1986-06-20,senior,long jump,24,M,0
8.67,+0.4,Carl LEWIS,1961-07-01,USA,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,long jump,26,M,0
8.67,-0.7,Carl LEWIS,1961-07-01,USA,"Estadio Olímpico, Barcelona (ESP)",1992-08-06,senior,long jump,31,M,0
8.66,+1.0,Larry MYRICKS,1956-03-10,USA,Tokyo (JPN),1987-09-23,senior,long jump,31,M,0
8.66,+2.4,Larry MYRICKS,1956-03-10,USA,"Walnut, CA (USA)",1989-04-22,senior,long jump,33,M,0
8.66,+0.9,Mike POWELL,1963-11-10,USA,Villeneuve d'Ascq (FRA),1990-06-28,senior,long jump,26,M,0
8.66,+4.0,Joe GREENE,1967-02-17,USA,Sestriere (ITA),1992-07-21,senior,long jump,25,M,0
8.66,+0.3,Iván PEDROSO,1972-12-17,CUB,Linz (AUT),1995-08-22,senior,long jump,22,M,0
8.66,+1.6,Louis TSATOUMAS,1982-02-12,GRE,Kalamata (GRE),2007-06-02,senior,long jump,25,M,0
8.66,+1.0,Juan Miguel ECHEVARRÍA,1998-08-11,CUB,"Mestský Stadion, Ostrava (CZE)",2018-06-13,senior,long jump,19,M,0
8.65,+0.2,Carl LEWIS,1961-07-01,USA,Bruxelles (BEL),1984-08-24,senior,long jump,23,M,0
8.65,+0.7,Carl LEWIS,1961-07-01,USA,San José (USA),1987-06-26,senior,long jump,25,M,0
8.65,+1.5,Iván PEDROSO,1972-12-17,CUB,Jena (GER),2000-06-03,senior,long jump,27,M,0
8.65,+3.3,Irving SALADINO,1983-01-23,PAN,"Olympic Stadium, Athina (GRE)",2006-07-03,senior,long jump,23,M,0
8.65,+1.3,Luvo MANYONGA,1991-01-08,RSA,Potchefstroom (RSA),2017-04-22,senior,long jump,26,M,0
8.65,-0.5,Juan Miguel ECHEVARRÍA,1998-08-11,CUB,"Letzigrund, Zürich (SUI)",2019-08-29,senior,long jump,21,M,0
8.65,-0.3,Miltiadis TENTOGLOU,1998-03-18,GRE,"Stadio Olimpico, Roma (ITA)",2024-06-08,senior,long jump,26,M,0
8.64,+3.1,Larry MYRICKS,1956-03-10,USA,"Colorado Springs, CO (USA)",1983-07-02,senior,long jump,27,M,0
8.64,+1.7,Carl LEWIS,1961-07-01,USA,"New York, NY (USA)",1991-06-15,senior,long jump,29,M,0
8.64,-0.5,Mike POWELL,1963-11-10,USA,"Estadio Olímpico, Barcelona (ESP)",1992-08-06,senior,long jump,28,M,0
8.64,+3.1,Mike POWELL,1963-11-10,USA,"Modesto, CA (USA)",1994-05-14,senior,long jump,30,M,0
8.64,+3.5,Kareem STREETE-THOMPSON,1973-03-30,USA,"Knoxville, TN (USA)",1994-06-18,senior,long jump,21,M,0
8.63,+2.1,Carl LEWIS,1961-07-01,USA,"Westwood, CA (USA)",1981-05-10,senior,long jump,19,M,0
8.63,+3.9,Mike CONLEY,1962-10-05,USA,"Eugene, OR (USA)",1986-06-20,senior,long jump,23,M,0
8.63,+2.0,Larry MYRICKS,1956-03-10,USA,San José (USA),1987-06-26,senior,long jump,31,M,0
8.63,+0.5,Mike POWELL,1963-11-10,USA,"New York, NY (USA)",1991-06-15,senior,long jump,27,M,0
8.63,+0.5,Kareem STREETE-THOMPSON,1973-03-30,USA,Linz (AUT),1994-07-04,senior,long jump,21,M,0
8.63,+1.1,Iván PEDROSO,1972-12-17,CUB,Padova (ITA),1997-06-08,senior,long jump,24,M,0
8.63,-0.4,Irving SALADINO,1983-01-23,PAN,"Eugene, OR (USA)",2009-06-07,senior,long jump,26,M,0
8.62,+0.8,Carl LEWIS,1961-07-01,USA,"Sacramento, CA (USA)",1981-06-20,senior,long jump,19,M,0
8.62,-0.1,Carl LEWIS,1961-07-01,USA,Bruxelles (BEL),1985-08-30,senior,long jump,24,M,0
8.62,0.0,Mike POWELL,1963-11-10,USA,"New Orleans, LA (USA)",1992-06-24,senior,long jump,28,M,0
8.62,+0.7,James BECKFORD,1975-01-09,JAM,"Orlando, FL (USA)",1997-04-05,senior,long jump,22,M,0
8.62,0.0,Iván PEDROSO,1972-12-17,CUB,"Green Dome, Maebashi (JPN) (i)",1999-03-07,senior,long jump,26,M,1
8.62,+1.2,Luvo MANYONGA,1991-01-08,RSA,Pretoria (RSA),2017-03-17,senior,long jump,26,M,0
8.62,+0.8,Luvo MANYONGA,1991-01-08,RSA,"FBK Stadium, Hengelo (NED)",2017-06-11,senior,long jump,26,M,0
8.61,+0.5,Carl LEWIS,1961-07-01,USA,"Westwood, CA (USA)",1982-05-16,senior,long jump,20,M,0
8.61,-0.3,Robert EMMIYAN,1965-02-16,URS,Moskva (URS),1986-07-06,senior,long jump,21,M,0
8.61,+3.2,Larry MYRICKS,1956-03-10,USA,Shizuoka (JPN),1987-05-03,senior,long jump,31,M,0
8.61,+1.2,Larry MYRICKS,1956-03-10,USA,Budapest (HUN),1988-08-12,senior,long jump,32,M,0
8.61,+0.2,Mike POWELL,1963-11-10,USA,Rhede (GER),1991-07-07,senior,long jump,27,M,0
8.61,+2.6,James BECKFORD,1975-01-09,JAM,Rio de Janeiro (BRA),1997-05-04,senior,long jump,22,M,0
8.61,+6.3,James BECKFORD,1975-01-09,JAM,Marrubia (ITA),1998-09-12,senior,long jump,23,M,0
8.61,0.0,Dwight PHILLIPS,1977-10-01,USA,"Stadio Olimpico, Roma (ITA)",2009-07-10,senior,long jump,31,M,0
8.61,+0.7,Luvo MANYONGA,1991-01-08,RSA,"Shanghai Stadium, Shanghai (CHN)",2017-05-13,senior,long jump,26,M,0
8.6,+1.5,Iván PEDROSO,1972-12-17,CUB,Zürich (SUI),1995-08-16,senior,long jump,22,M,0
8.6,0.0,Iván PEDROSO,1972-12-17,CUB,Liévin (FRA) (i),1997-02-16,senior,long jump,24,M,1
8.6,-0.1,Iván PEDROSO,1972-12-17,CUB,Praha (CZE),1997-06-10,senior,long jump,24,M,0
8.6,+0.4,James BECKFORD,1975-01-09,JAM,Bad Langensalza (GER),1998-06-06,senior,long jump,23,M,0
8.6,+1.8,Iván PEDROSO,1972-12-17,CUB,Padova (ITA),1999-06-26,senior,long jump,26,M,0
8.6,+0.5,Dwight PHILLIPS,1977-10-01,USA,Linz (AUT),2004-08-02,senior,long jump,26,M,0
8.6,+1.6,Dwight PHILLIPS,1977-10-01,USA,"Olympiastadion, Helsinki (FIN)",2005-08-13,senior,long jump,27,M,0
8.6,+0.7,Miltiadis TENTOGLOU,1998-03-18,GRE,"Grigoris Lambrakis Stadium, Kallithea, Athina (GRE)",2021-05-26,senior,long jump,23,M,0
8.59,+1.3,Larry MYRICKS,1956-03-10,USA,Rhede (GER),1984-09-05,senior,long jump,28,M,0
8.59,+0.4,Mike POWELL,1963-11-10,USA,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-20,senior,long jump,29,M,0
8.59,+1.6,Iván PEDROSO,1972-12-17,CUB,Tokyo (JPN),1995-09-15,senior,long jump,22,M,0
8.59,+0.4,Iván PEDROSO,1972-12-17,CUB,Stockholm (SWE),1997-07-07,senior,long jump,24,M,0
8.59,0.0,Miguel PATE,1979-06-13,USA,"New York, NY (USA) (i)",2002-03-01,senior,long jump,22,M,1
8.59,+1.0,Dwight PHILLIPS,1977-10-01,USA,"Olympic Stadium, Athina (GRE)",2004-08-26,senior,long jump,26,M,0
8.59,+3.3,Dwight PHILLIPS,1977-10-01,USA,"Olympiastadion, Helsinki (FIN)",2005-08-12,senior,long jump,27,M,0
8.59,+2.9,Jeff HENDERSON,1989-02-19,USA,"Hayward Field, Eugene, OR (USA)",2016-07-03,senior,long jump,27,M,0
8.58,0.0,Carl LEWIS,1961-07-01,USA,Zürich (SUI),1982-08-18,senior,long jump,21,M,0
8.58,+2.4,Larry MYRICKS,1956-03-10,USA,"Indianapolis, IN (USA)",1987-08-16,senior,long jump,31,M,0
8.58,+1.1,Larry MYRICKS,1956-03-10,USA,Sestriere (ITA),1988-08-11,senior,long jump,32,M,0
8.58,+3.7,Erick WALDER,1971-11-05,USA,"Starkville, MS (USA)",1992-05-16,senior,long jump,20,M,0
8.58,+2.7,Kareem STREETE-THOMPSON,1973-03-30,USA,Sestriere (ITA),1994-07-31,senior,long jump,21,M,0
8.58,+0.2,Mike POWELL,1963-11-10,USA,Bruxelles (BEL),1994-08-19,senior,long jump,30,M,0
8.58,-0.8,Iván PEDROSO,1972-12-17,CUB,"Stade Louis II, Monaco (MON)",1995-07-25,senior,long jump,22,M,0
8.58,0.0,Erick WALDER,1971-11-05,USA,"Springfield, MO (USA)",1996-05-04,senior,long jump,24,M,0
8.58,+1.8,Jarrion LAWSON,1994-05-06,USA,"Hayward Field, Eugene, OR (USA)",2016-07-03,senior,long jump,22,M,0
8.58,0.0,Luvo MANYONGA,1991-01-08,RSA,"Stadio Olimpico, Roma (ITA)",2018-05-31,senior,long jump,27,M,0
8.58,+0.2,Luvo MANYONGA,1991-01-08,RSA,"Olympic Stadium, London (GBR)",2018-07-22,senior,long jump,27,M,0
8.57,+5.2,Jason GRIMES,1959-09-10,USA,"Durham, NC (USA)",1982-06-27,senior,long jump,22,M,0
8.57,w,Joe GREENE,1967-02-17,USA,"Modesto, CA (USA)",1992-05-16,senior,long jump,25,M,0
8.57,+0.5,Mike POWELL,1963-11-10,USA,"Olympiastadion, Berlin (GER)",1992-08-21,senior,long jump,28,M,0
8.57,-0.2,Mike POWELL,1963-11-10,USA,Bruxelles (BEL),1992-08-28,senior,long jump,28,M,0
8.57,+0.5,Dwight PHILLIPS,1977-10-01,USA,Linz (AUT),2005-08-23,senior,long jump,27,M,0
8.57,0.0,Irving SALADINO,1983-01-23,PAN,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-30,senior,long jump,24,M,0
8.57,+2.2,Dwight PHILLIPS,1977-10-01,USA,"Eugene, OR (USA)",2009-06-27,senior,long jump,31,M,0
8.57,+3.6,Fabrice LAPIERRE,1983-10-17,AUS,Madrid (ESP),2009-07-04,senior,long jump,25,M,0
8.56,0.0,Carl LEWIS,1961-07-01,USA,"East Rutherford, NJ (USA) (i)",1982-01-16,senior,long jump,20,M,1
8.56,+0.5,Larry MYRICKS,1956-03-10,USA,Rhede (GER),1982-09-01,senior,long jump,26,M,0
8.56,+1.0,Carl LEWIS,1961-07-01,USA,"Westwood, CA (USA)",1983-05-15,senior,long jump,21,M,0
8.56,+8.9,Carl LEWIS,1961-07-01,USA,"Sacramento, CA (USA)",1984-07-21,senior,long jump,23,M,0
8.56,+0.8,Carl LEWIS,1961-07-01,USA,"National Stadium, Tokyo (JPN)",1991-08-29,senior,long jump,30,M,0
8.56,+1.9,Kareem STREETE-THOMPSON,1973-03-30,USA,"New York, NY (USA)",1995-05-21,senior,long jump,22,M,0
8.56,+2.0,Iván PEDROSO,1972-12-17,CUB,"Stade Olympique de la Pontaise, Lausanne (SUI)",1995-07-05,senior,long jump,22,M,0
8.56,+0.2,Iván PEDROSO,1972-12-17,CUB,Linz (AUT),1997-07-09,senior,long jump,24,M,0
8.56,0.0,Yago LAMELA,1977-07-24,ESP,"Green Dome, Maebashi (JPN) (i)",1999-03-07,senior,long jump,21,M,1
8.56,+1.3,Yago LAMELA,1977-07-24,ESP,Torino (ITA),1999-06-24,senior,long jump,21,M,0
8.56,+1.1,Iván PEDROSO,1972-12-17,CUB,"La Cartuja, Sevilla (ESP)",1999-08-28,senior,long jump,26,M,0
8.56,+1.6,Irving SALADINO,1983-01-23,PAN,Rio de Janeiro (BRA),2006-05-14,senior,long jump,23,M,0
8.56,+0.8,Irving SALADINO,1983-01-23,PAN,"FBK Stadium, Hengelo (NED)",2009-06-01,senior,long jump,26,M,0
8.56,+0.2,Aleksandr MENKOV,1990-12-07,RUS,"Luzhniki Stadion, Moskva (RUS)",2013-08-16,senior,long jump,22,M,0
8.56,+0.2,Luvo MANYONGA,1991-01-08,RSA,"Shanghai Stadium, Shanghai (CHN)",2018-05-12,senior,long jump,27,M,0
8.56,+2.5,Tajay GAYLE,1996-08-02,JAM,"National Stadium, Kingston (JAM)",2021-06-05,senior,long jump,24,M,0
8.55,0.0,Carl LEWIS,1961-07-01,USA,"New York, NY (USA) (i)",1982-02-26,senior,long jump,20,M,1
8.55,+1.2,Carl LEWIS,1961-07-01,USA,"Olympiastadion, Helsinki (FIN)",1983-08-10,senior,long jump,22,M,0
8.55,0.0,Carl LEWIS,1961-07-01,USA,"East Rutherford, NJ (USA) (i)",1984-02-11,senior,long jump,22,M,1
8.55,+2.2,Larry MYRICKS,1956-03-10,USA,"Modesto, CA (USA)",1986-05-10,senior,long jump,30,M,0
8.55,+2.9,Mike CONLEY,1962-10-05,USA,San José (USA),1987-06-26,senior,long jump,24,M,0
8.55,+1.2,Larry MYRICKS,1956-03-10,USA,"Modesto, CA (USA)",1989-05-06,senior,long jump,33,M,0
8.55,+4.3,Mike POWELL,1963-11-10,USA,San José (USA),1989-05-27,senior,long jump,25,M,0
8.55,+3.6,Mike POWELL,1963-11-10,USA,"Sacramento, CA (USA)",1995-06-18,senior,long jump,31,M,0
8.55,+1.5,Iván PEDROSO,1972-12-17,CUB,Bad Cannstatt (GER),1995-07-09,senior,long jump,22,M,0
8.55,+0.4,Iván PEDROSO,1972-12-17,CUB,"Olympic Stadium, Sydney (AUS)",2000-09-28,senior,long jump,27,M,0
8.55,+3.1,Juan Miguel ECHEVARRÍA,1998-08-11,CUB,"Estadio Panamericano, La Habana (CUB)",2021-05-22,senior,long jump,22,M,0
8.55,+2.3,Tajay GAYLE,1996-08-02,JAM,"Olympiastadion, Stockholm (SWE)",2021-07-04,senior,long jump,24,M,0
8.55,0.0,Miltiadis TENTOGLOU,1998-03-18,GRE,"Štark Arena, Beograd (SRB) (i)",2022-03-18,senior,long jump,24,M,1
8.54,+0.9,Lutz DOMBROWSKI,1959-06-25,GDR,"Lenin Stadium, Moskva (URS)",1980-07-28,senior,long jump,21,M,0
8.54,0.0,Carl LEWIS,1961-07-01,USA,"New York, NY (USA) (i)",1983-01-28,senior,long jump,21,M,1
8.54,-1.6,Carl LEWIS,1961-07-01,USA,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-06,senior,long jump,23,M,0
8.54,+0.8,Carl LEWIS,1961-07-01,USA,"New York, NY (USA)",1989-07-22,senior,long jump,28,M,0
8.54,-0.5,Larry MYRICKS,1956-03-10,USA,"Stade Louis II, Monaco (MON)",1989-09-01,senior,long jump,33,M,0
8.54,+0.3,Mike POWELL,1963-11-10,USA,London (GBR),1993-09-10,senior,long jump,29,M,0
8.54,+2.9,Iván PEDROSO,1972-12-17,CUB,São Paulo (BRA),1995-05-14,senior,long jump,22,M,0
8.54,+4.0,Iván PEDROSO,1972-12-17,CUB,San Juan (PUR),1997-06-27,senior,long jump,24,M,0
8.54,+2.2,Erick WALDER,1971-11-05,USA,Salamanca (ESP),1998-07-10,senior,long jump,26,M,0
8.54,+0.7,Iván PEDROSO,1972-12-17,CUB,"New York, NY (USA)",1998-07-20,senior,long jump,25,M,0
8.54,+1.8,Louis TSATOUMAS,1982-02-12,GRE,Chania (GRE),2007-06-09,senior,long jump,25,M,0
8.54,+0.9,Dwight PHILLIPS,1977-10-01,USA,"FBK Stadium, Hengelo (NED)",2009-06-01,senior,long jump,31,M,0
8.54,+0.1,Dwight PHILLIPS,1977-10-01,USA,"Olympiastadion, Berlin (GER)",2009-08-22,senior,long jump,31,M,0
8.54,+1.7,Mitchell WATT,1988-03-25,AUS,"Olympiastadion, Stockholm (SWE)",2011-07-29,senior,long jump,23,M,0
8.54,+4.1,Jeff HENDERSON,1989-02-19,USA,"CIBC, Toronto (CAN)",2015-07-22,senior,long jump,26,M,0
8.54,+1.2,Wayne PINNOCK,2000-10-24,JAM,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-23,senior,long jump,22,M,0
8.53,+1.2,Carl LEWIS,1961-07-01,USA,"Houston, TX (USA)",1985-05-04,senior,long jump,23,M,0
8.53,+2.7,Mike CONLEY,1962-10-05,USA,"Indianapolis, IN (USA)",1985-06-16,senior,long jump,22,M,0
8.53,-0.2,Robert EMMIYAN,1965-02-16,URS,"Stadio Olimpico, Roma (ITA)",1987-09-05,senior,long jump,22,M,0
8.53,+0.3,Carl LEWIS,1961-07-01,USA,Stockholm (SWE),1989-07-03,senior,long jump,28,M,0
8.53,+1.2,Jaime JEFFERSON,1962-01-17,CUB,La Habana (CUB),1990-05-12,senior,long jump,28,M,0
8.53,-0.1,Carl LEWIS,1961-07-01,USA,"New Orleans, LA (USA)",1992-06-24,senior,long jump,30,M,0
8.53,+1.6,Iván PEDROSO,1972-12-17,CUB,Sevilla (ESP),1992-07-17,senior,long jump,19,M,0
8.53,+0.9,Erick WALDER,1971-11-05,USA,"New Orleans, LA (USA)",1993-06-03,senior,long jump,21,M,0
8.53,+4.8,Mike POWELL,1963-11-10,USA,"Eugene, OR (USA)",1993-06-18,senior,long jump,29,M,0
8.53,+2.2,Mike POWELL,1963-11-10,USA,"Eugene, OR (USA)",1993-06-19,senior,long jump,29,M,0
8.53,+1.0,Iván PEDROSO,1972-12-17,CUB,Fukuoka (JPN),1997-09-13,senior,long jump,24,M,0
8.53,+4.9,Kevin DILWORTH,1974-02-14,USA,Fort-de-France (FRA),2002-04-27,senior,long jump,28,M,0
8.53,+1.3,Yago LAMELA,1977-07-24,ESP,Castellón (ESP),2003-08-18,senior,long jump,26,M,0
8.53,+0.9,Irving SALADINO,1983-01-23,PAN,Oslo (NOR),2006-06-02,senior,long jump,23,M,0
8.53,-0.2,Irving SALADINO,1983-01-23,PAN,Rio de Janeiro (BRA),2007-05-13,senior,long jump,24,M,0
8.53,-1.2,Irving SALADINO,1983-01-23,PAN,"FBK Stadium, Hengelo (NED)",2007-05-26,senior,long jump,24,M,0
8.53,+0.5,Juan Miguel ECHEVARRÍA,1998-08-11,CUB,"Stadio Olimpico, Roma (ITA)",2018-05-31,senior,long jump,19,M,0
8.53,+1.5,Luvo MANYONGA,1991-01-08,RSA,"Alexander Stadium, Birmingham (GBR)",2018-08-18,senior,long jump,27,M,0
8.52,0.0,Larry MYRICKS,1956-03-10,USA,"Olympic Stadium, Montréal (CAN)",1979-08-26,senior,long jump,23,M,0
8.52,-2.0,Carl LEWIS,1961-07-01,USA,Zürich (SUI),1981-08-19,senior,long jump,20,M,0
8.52,+3.6,Mike POWELL,1963-11-10,USA,"Houston, TX (USA)",1989-06-17,senior,long jump,25,M,0
8.52,-0.6,Larry MYRICKS,1956-03-10,USA,"Westwood, CA (USA)",1989-08-06,senior,long jump,33,M,0
8.52,-2.3,Iván PEDROSO,1972-12-17,CUB,Paris (FRA),1995-07-03,senior,long jump,22,M,0
8.52,-0.6,Mike POWELL,1963-11-10,USA,Paris (FRA),1995-07-03,senior,long jump,31,M,0
8.52,+1.6,James BECKFORD,1975-01-09,JAM,Innsbruck (AUT),1996-05-29,senior,long jump,21,M,0
8.52,+0.5,Iván PEDROSO,1972-12-17,CUB,Winnipeg (CAN),1999-07-25,senior,long jump,26,M,0
8.52,+0.7,Savanté STRINGFELLOW,1978-11-06,USA,"Palo Alto, CA (USA)",2002-06-21,senior,long jump,23,M,0
8.52,+3.5,Jeff HENDERSON,1989-02-19,USA,"Sacramento, CA (USA)",2014-06-29,senior,long jump,25,M,0
8.52,+1.8,Jeff HENDERSON,1989-02-19,USA,"CIBC, Toronto (CAN)",2015-07-22,senior,long jump,26,M,0
8.52,+4.5,Tajay GAYLE,1996-08-02,JAM,"Jamaica College Ashenheim Stadium, Kingston (JAM)",2020-07-11,senior,long jump,23,M,0
8.52,+0.3,Miltiadis TENTOGLOU,1998-03-18,GRE,"Olympiastadion, München (GER)",2022-08-16,senior,long jump,24,M,0
8.52,-0.3,Miltiadis TENTOGLOU,1998-03-18,GRE,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-24,senior,long jump,25,M,0
8.52,+5.2,Carey MCLEOD,1998-04-14,JAM,"Suhaim bin Hamad Stadium, Doha (QAT)",2024-05-10,senior,long jump,26,M,0
8.51,+5.3,Jason GRIMES,1959-09-10,USA,"Indianapolis, IN (USA)",1982-07-03,senior,long jump,22,M,0
8.51,+1.2,Jaime JEFFERSON,1962-01-17,CUB,"Indianapolis, IN (USA)",1987-08-16,senior,long jump,25,M,0
8.51,+1.6,Larry MYRICKS,1956-03-10,USA,Villeneuve d'Ascq (FRA),1988-06-27,senior,long jump,32,M,0
8.51,+1.2,Carl LEWIS,1961-07-01,USA,Barcelona (ESP),1990-07-16,senior,long jump,29,M,0
8.51,+0.4,Mike POWELL,1963-11-10,USA,"Stade Olympique de la Pontaise, Lausanne (SUI)",1993-07-07,senior,long jump,29,M,0
8.51,+1.8,Kareem STREETE-THOMPSON,1973-03-30,USA,"Stade Olympique de la Pontaise, Lausanne (SUI)",1994-07-06,senior,long jump,21,M,0
8.51,0.0,Iván PEDROSO,1972-12-17,CUB,"Palau Sant Jordi, Barcelona (ESP) (i)",1995-03-11,senior,long jump,22,M,1
8.51,+1.7,Roland MCGHEE,1971-10-15,USA,São Paulo (BRA),1995-05-14,senior,long jump,23,M,0
8.51,0.0,Iván PEDROSO,1972-12-17,CUB,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",1997-03-08,senior,long jump,24,M,1
8.51,-1.4,Iván PEDROSO,1972-12-17,CUB,Lille (FRA),1998-07-11,senior,long jump,25,M,0
8.51,+2.3,Irving SALADINO,1983-01-23,PAN,São Paulo (BRA),2005-04-02,senior,long jump,22,M,0
8.51,+3.7,Ignisious GAISAH,1983-07-20,GHA,Bambous (MRI),2006-08-09,senior,long jump,23,M,0
8.51,+1.8,Dwight PHILLIPS,1977-10-01,USA,Baie Mahault (FRA),2009-05-01,senior,long jump,31,M,0
8.51,+1.7,Greg RUTHERFORD,1986-11-17,GBR,"Chula Vista, CA (USA)",2014-04-24,senior,long jump,27,M,0
